,Frequency,Recency,Monetary,Cluster,Cluster Name
2851,3,10,2720.63,0,Loyal Customers
2852,3,30,834.27,0,Loyal Customers
2853,3,452,1610.62,3,Potential Loyalists
2854,3,135,1269.84,3,Potential Loyalists
2855,3,77,1122.41,3,Potential Loyalists
2856,3,240,790.72,3,Potential Loyalists
2857,3,176,2629.3900000000003,3,Potential Loyalists
2858,3,196,2151.11,3,Potential Loyalists
2859,3,14,358.49,0,Loyal Customers
2860,3,106,1314.45,3,Potential Loyalists
2861,3,394,437.87,1,Lost Customers
2862,3,423,1265.58,3,Potential Loyalists
2863,3,323,418.82,1,Lost Customers
2864,3,475,333.18,1,Lost Customers
2865,3,126,824.59,3,Potential Loyalists
2866,3,409,340.94,1,Lost Customers
2867,3,266,1629.37,3,Potential Loyalists
2868,3,377,967.44,3,Potential Loyalists
2869,3,260,565.24,1,Lost Customers
2870,3,23,1413.66,0,Loyal Customers
2871,3,384,1586.54,3,Potential Loyalists
2872,3,393,384.56,1,Lost Customers
2873,3,42,1426.19,0,Loyal Customers
2874,3,106,1402.06,3,Potential Loyalists
2875,3,126,1088.35,3,Potential Loyalists
2876,3,410,1893.93,3,Potential Loyalists
2877,3,121,976.06,3,Potential Loyalists
2878,3,237,780.4,3,Potential Loyalists
2879,3,64,912.08,0,Loyal Customers
2880,3,388,891.02,3,Potential Loyalists
2881,3,23,1225.3600000000001,0,Loyal Customers
2882,3,478,961.9000000000001,3,Potential Loyalists
2883,3,1,398.7,0,Loyal Customers
2884,3,381,1289.44,3,Potential Loyalists
2885,3,43,3181.04,3,Potential Loyalists
2886,3,253,848.8100000000001,3,Potential Loyalists
2887,3,15,795.2299999999999,0,Loyal Customers
2888,3,35,343.45,0,Loyal Customers
2889,3,63,840.08,0,Loyal Customers
2890,3,45,1451.16,0,Loyal Customers
2891,3,22,918.71,0,Loyal Customers
2892,3,162,1516.24,3,Potential Loyalists
2893,3,470,824.28,3,Potential Loyalists
2894,3,34,1097.98,0,Loyal Customers
2895,3,2,342.24,0,Loyal Customers
2896,3,95,901.44,3,Potential Loyalists
2897,3,287,2885.11,3,Potential Loyalists
2898,3,384,885.71,3,Potential Loyalists
2899,3,224,1027.22,3,Potential Loyalists
2900,3,476,285.41,1,Lost Customers
2901,3,400,434.2,1,Lost Customers
2902,3,34,658.17,0,Loyal Customers
2903,3,66,705.12,0,Loyal Customers
2904,3,16,644.72,0,Loyal Customers
2905,3,483,449.96999999999997,1,Lost Customers
2906,3,28,1041.75,0,Loyal Customers
2907,3,16,887.11,0,Loyal Customers
2908,3,501,1306.96,3,Potential Loyalists
2909,3,0,1071.73,0,Loyal Customers
2910,3,59,2128.42,3,Potential Loyalists
2911,3,88,1090.59,3,Potential Loyalists
2912,3,486,925.41,3,Potential Loyalists
2913,3,289,1224.18,3,Potential Loyalists
2914,3,9,641.94,0,Loyal Customers
2915,3,506,917.4300000000001,3,Potential Loyalists
2916,3,105,1520.96,3,Potential Loyalists
2917,3,1,1468.02,0,Loyal Customers
2918,3,352,639.65,3,Potential Loyalists
2919,3,20,829.89,0,Loyal Customers
2920,3,60,409.21,0,Loyal Customers
2921,3,289,423.90999999999997,1,Lost Customers
2922,3,398,1624.84,3,Potential Loyalists
2923,3,295,2465.21,3,Potential Loyalists
2924,3,466,632.39,1,Lost Customers
2925,3,182,269.09,1,Lost Customers
2926,3,406,1596.29,3,Potential Loyalists
2927,3,21,648.89,0,Loyal Customers
2928,3,562,434.6,1,Lost Customers
2929,3,198,820.4499999999999,3,Potential Loyalists
2930,3,389,148.33,1,Lost Customers
2931,3,171,397.52,1,Lost Customers
2932,3,518,1534.22,3,Potential Loyalists
2933,3,3,1937.25,0,Loyal Customers
2934,3,74,1440.4,3,Potential Loyalists
2935,3,530,684.54,1,Lost Customers
2936,3,488,433.85,1,Lost Customers
2937,3,381,530.86,1,Lost Customers
2938,3,52,412.55,0,Loyal Customers
2939,3,25,378.89,0,Loyal Customers
2940,3,115,543.05,3,Potential Loyalists
2941,3,273,200.45000000000002,1,Lost Customers
2942,3,18,414.8,0,Loyal Customers
2943,3,16,822.48,0,Loyal Customers
2944,3,15,656.69,0,Loyal Customers
2945,3,4,422.22,0,Loyal Customers
2946,3,406,1396.05,3,Potential Loyalists
2947,3,23,454.01,0,Loyal Customers
2948,3,389,944.82,3,Potential Loyalists
2949,3,156,350.82,1,Lost Customers
2950,3,499,767.91,3,Potential Loyalists
2951,3,304,748.69,3,Potential Loyalists
2952,3,189,654.4,3,Potential Loyalists
2953,3,134,1277.75,3,Potential Loyalists
2954,3,59,1134.03,0,Loyal Customers
2955,3,65,1433.46,3,Potential Loyalists
2956,3,378,910.35,3,Potential Loyalists
2957,3,516,784.48,3,Potential Loyalists
2958,3,39,709.64,0,Loyal Customers
2959,3,28,276.75,0,Loyal Customers
2960,3,176,364.83,1,Lost Customers
2961,3,189,1266.82,3,Potential Loyalists
2962,3,359,1161.9,3,Potential Loyalists
2963,3,360,539.14,1,Lost Customers
2964,3,71,1158.8,3,Potential Loyalists
2965,3,46,1421.61,0,Loyal Customers
2966,3,602,284.4,1,Lost Customers
2967,3,235,3010.74,3,Potential Loyalists
2968,3,28,380.6,0,Loyal Customers
2969,3,0,563.94,0,Loyal Customers
2970,3,549,10396.5,3,Potential Loyalists
2971,3,121,645.74,3,Potential Loyalists
2972,3,269,340.85,1,Lost Customers
2973,3,218,939.48,3,Potential Loyalists
2974,3,27,2321.82,0,Loyal Customers
2975,3,38,650.41,0,Loyal Customers
2976,3,115,794.56,3,Potential Loyalists
2977,3,306,385.7,1,Lost Customers
2978,3,422,926.12,3,Potential Loyalists
2979,3,62,715.21,0,Loyal Customers
2980,3,373,586.24,1,Lost Customers
2981,3,273,463.72999999999996,1,Lost Customers
2982,3,146,489.52,1,Lost Customers
2983,3,5,663.81,0,Loyal Customers
2984,3,42,543.28,0,Loyal Customers
2985,3,148,1732.47,3,Potential Loyalists
2986,3,9,1298.66,0,Loyal Customers
2987,3,22,306.46,0,Loyal Customers
2988,3,9,774.06,0,Loyal Customers
2989,3,392,1188.46,3,Potential Loyalists
2990,3,39,942.08,0,Loyal Customers
2991,3,39,1221.56,0,Loyal Customers
2992,3,334,885.53,3,Potential Loyalists
2993,3,64,273.35,0,Loyal Customers
2994,3,363,1100.4,3,Potential Loyalists
2995,3,8,1763.15,0,Loyal Customers
2996,3,56,1621.88,3,Potential Loyalists
2997,3,332,596.12,1,Lost Customers
2998,3,287,702.0,3,Potential Loyalists
2999,3,3,395.43,0,Loyal Customers
3000,3,41,1842.14,0,Loyal Customers
3001,3,254,1422.8300000000002,3,Potential Loyalists
3002,3,77,768.88,3,Potential Loyalists
3003,3,70,571.07,0,Loyal Customers
3004,3,245,931.01,3,Potential Loyalists
3005,3,7,176.63,0,Loyal Customers
3006,3,30,1299.65,0,Loyal Customers
3007,3,4,2134.01,0,Loyal Customers
3008,3,142,1134.95,3,Potential Loyalists
3009,3,16,1138.0,0,Loyal Customers
3010,3,197,1099.91,3,Potential Loyalists
3011,3,37,1247.69,0,Loyal Customers
3012,3,184,1106.82,3,Potential Loyalists
3013,3,46,380.02,0,Loyal Customers
3014,3,202,394.93,1,Lost Customers
3015,3,16,1352.0,0,Loyal Customers
3016,3,7,471.78000000000003,0,Loyal Customers
3017,3,0,815.77,0,Loyal Customers
3018,3,76,1948.21,3,Potential Loyalists
3019,3,9,774.9000000000001,0,Loyal Customers
3020,3,446,566.7,1,Lost Customers
3021,3,518,376.46,1,Lost Customers
3022,3,29,219.5,0,Loyal Customers
3023,3,51,804.3,0,Loyal Customers
3024,3,562,3269.11,3,Potential Loyalists
3025,3,400,541.95,1,Lost Customers
3026,3,173,300.7,1,Lost Customers
3027,3,24,271.40000000000003,0,Loyal Customers
3028,3,44,95.85,1,Lost Customers
3029,3,416,800.18,3,Potential Loyalists
3030,3,28,1838.6100000000001,0,Loyal Customers
3031,3,7,583.4300000000001,0,Loyal Customers
3032,3,29,671.7,0,Loyal Customers
3033,3,247,1122.42,3,Potential Loyalists
3034,3,11,1067.75,0,Loyal Customers
3035,3,32,1430.54,0,Loyal Customers
3036,3,253,597.78,3,Potential Loyalists
3037,3,11,483.99,0,Loyal Customers
3038,3,45,719.81,0,Loyal Customers
3039,3,16,851.01,0,Loyal Customers
3040,3,580,1593.83,3,Potential Loyalists
3041,3,184,175.82999999999998,1,Lost Customers
3042,3,81,508.51,0,Loyal Customers
3043,3,30,3166.4,0,Loyal Customers
3044,3,24,529.29,0,Loyal Customers
3045,3,21,754.2,0,Loyal Customers
3046,3,4,1625.97,0,Loyal Customers
3047,3,14,2653.76,0,Loyal Customers
3048,3,32,1727.6,0,Loyal Customers
3049,3,8,202.11,0,Loyal Customers
3050,3,20,403.70000000000005,0,Loyal Customers
3051,3,30,949.25,0,Loyal Customers
3052,3,98,808.92,3,Potential Loyalists
3053,3,597,1488.59,3,Potential Loyalists
3054,3,3,896.6,0,Loyal Customers
3055,3,376,399.75,1,Lost Customers
3056,3,395,1254.21,3,Potential Loyalists
3057,3,54,383.68,0,Loyal Customers
3058,3,9,194.8,0,Loyal Customers
3059,3,7,806.72,0,Loyal Customers
3060,3,18,738.89,0,Loyal Customers
3061,3,34,226.85,0,Loyal Customers
3062,3,3,704.55,0,Loyal Customers
3063,3,300,419.92,1,Lost Customers
3064,3,50,413.55,0,Loyal Customers
3065,3,529,709.59,3,Potential Loyalists
3066,3,366,680.62,3,Potential Loyalists
3067,3,22,735.82,0,Loyal Customers
3068,3,49,874.25,0,Loyal Customers
3069,3,50,1430.48,0,Loyal Customers
3070,3,8,524.88,0,Loyal Customers
3071,3,364,824.9200000000001,3,Potential Loyalists
3072,3,43,1378.93,0,Loyal Customers
3073,3,37,266.89,0,Loyal Customers
3074,3,25,974.52,0,Loyal Customers
3075,3,73,1364.2,3,Potential Loyalists
3076,3,54,756.82,0,Loyal Customers
3077,3,724,454.54,1,Lost Customers
3078,3,58,855.45,0,Loyal Customers
3079,3,81,1179.89,3,Potential Loyalists
3080,3,385,1711.6599999999999,3,Potential Loyalists
3081,3,2,12393.7,2,Champions
3082,3,54,1175.68,0,Loyal Customers
3083,3,681,542.89,1,Lost Customers
3084,3,212,1607.17,3,Potential Loyalists
3085,3,436,1404.68,3,Potential Loyalists
3086,3,70,1858.96,3,Potential Loyalists
3087,3,222,1725.01,3,Potential Loyalists
3088,3,21,362.8,0,Loyal Customers
3089,3,417,458.25,1,Lost Customers
3090,3,153,544.0699999999999,3,Potential Loyalists
3091,3,157,907.14,3,Potential Loyalists
3092,3,31,921.25,0,Loyal Customers
3093,3,31,509.52,0,Loyal Customers
3094,3,72,789.89,3,Potential Loyalists
3095,3,34,5001.21,3,Potential Loyalists
3096,3,79,908.46,3,Potential Loyalists
3097,3,182,409.04,1,Lost Customers
3098,3,493,281.26,1,Lost Customers
3099,3,76,3279.42,3,Potential Loyalists
3100,3,280,386.15,1,Lost Customers
3101,3,147,2940.04,3,Potential Loyalists
3102,3,501,1687.8,3,Potential Loyalists
3103,3,177,1755.94,3,Potential Loyalists
3104,3,399,3424.02,3,Potential Loyalists
3105,3,57,1011.9,0,Loyal Customers
3106,3,28,254.11,0,Loyal Customers
3107,3,58,447.92,0,Loyal Customers
3108,3,63,1449.03,3,Potential Loyalists
3109,3,164,499.9,1,Lost Customers
3110,3,421,2020.4,3,Potential Loyalists
3111,3,8,1013.17,0,Loyal Customers
3112,3,7,1509.0900000000001,0,Loyal Customers
3113,3,502,2304.18,3,Potential Loyalists
3114,3,381,591.0699999999999,1,Lost Customers
3115,3,81,6248.5,3,Potential Loyalists
3116,3,469,584.25,1,Lost Customers
3117,3,336,385.3,1,Lost Customers
3118,3,5,430.15000000000003,0,Loyal Customers
3119,3,44,62.43,1,Lost Customers
3120,3,175,674.45,3,Potential Loyalists
3121,3,280,690.98,3,Potential Loyalists
3122,3,39,1983.48,0,Loyal Customers
3123,3,1,1292.01,0,Loyal Customers
3124,3,20,1107.46,0,Loyal Customers
3125,3,106,625.3,3,Potential Loyalists
3126,3,161,977.17,3,Potential Loyalists
3127,3,322,612.13,3,Potential Loyalists
3128,3,105,149.05,1,Lost Customers
3129,3,317,414.13,1,Lost Customers
3130,3,195,455.88,1,Lost Customers
3131,3,492,920.08,3,Potential Loyalists
3132,3,3,974.4200000000001,0,Loyal Customers
3133,3,407,740.76,3,Potential Loyalists
3134,3,430,742.9000000000001,3,Potential Loyalists
3135,3,25,1035.6200000000001,0,Loyal Customers
3136,3,84,1492.81,3,Potential Loyalists
3137,3,9,1809.6100000000001,0,Loyal Customers
3138,3,253,817.25,3,Potential Loyalists
3139,3,55,244.1,0,Loyal Customers
3140,3,45,1118.95,0,Loyal Customers
3141,3,385,1059.41,3,Potential Loyalists
3142,3,41,670.0600000000001,0,Loyal Customers
3143,3,476,996.61,3,Potential Loyalists
3144,3,71,668.4300000000001,0,Loyal Customers
3145,3,190,582.88,3,Potential Loyalists
3146,3,3,882.72,0,Loyal Customers
3147,3,162,316.09000000000003,1,Lost Customers
3148,3,0,1031.41,0,Loyal Customers
3149,3,114,653.38,3,Potential Loyalists
3150,3,21,1198.28,0,Loyal Customers
3151,3,28,260.08,0,Loyal Customers
3152,3,18,912.18,0,Loyal Customers
3153,3,6,1156.32,0,Loyal Customers
3154,3,25,449.93,0,Loyal Customers
3155,3,36,528.46,0,Loyal Customers
3156,3,379,639.24,3,Potential Loyalists
3157,3,57,1156.73,0,Loyal Customers
3158,3,379,867.11,3,Potential Loyalists
3159,3,22,764.82,0,Loyal Customers
3160,3,151,447.05,1,Lost Customers
3161,3,435,724.73,3,Potential Loyalists
3162,3,80,429.16,0,Loyal Customers
3163,3,406,1027.15,3,Potential Loyalists
3164,3,78,956.5699999999999,3,Potential Loyalists
3165,3,53,999.35,0,Loyal Customers
3166,3,511,855.71,3,Potential Loyalists
3167,3,2,758.29,0,Loyal Customers
3168,3,351,671.4300000000001,3,Potential Loyalists
3169,3,179,939.66,3,Potential Loyalists
3170,3,596,6116.92,3,Potential Loyalists
3171,3,261,451.11,1,Lost Customers
3172,3,18,807.57,0,Loyal Customers
3173,3,23,692.22,0,Loyal Customers
3174,3,273,812.5,3,Potential Loyalists
3175,3,357,2938.52,3,Potential Loyalists
3176,3,591,229.46,1,Lost Customers
3177,3,56,309.85,0,Loyal Customers
3178,3,201,902.3199999999999,3,Potential Loyalists
3179,3,276,321.11,1,Lost Customers
3180,3,281,495.48,1,Lost Customers
3181,3,224,300.3,1,Lost Customers
3182,3,18,507.55,0,Loyal Customers
3183,3,433,645.0,1,Lost Customers
3184,3,500,396.39,1,Lost Customers
3185,3,351,865.2,3,Potential Loyalists
3186,3,161,845.55,3,Potential Loyalists
3187,3,186,257.26,1,Lost Customers
3188,3,250,778.83,3,Potential Loyalists
3189,3,1,1843.0,0,Loyal Customers
3190,3,252,794.41,3,Potential Loyalists
3191,3,648,595.7,1,Lost Customers
3192,3,62,5217.4400000000005,3,Potential Loyalists
3193,3,32,1048.49,0,Loyal Customers
3194,3,57,794.64,0,Loyal Customers
3195,3,379,482.33,1,Lost Customers
3196,3,45,784.58,0,Loyal Customers
3197,3,107,2862.4,3,Potential Loyalists
3198,3,44,335.03,0,Loyal Customers
3199,3,197,383.58,1,Lost Customers
3200,3,218,727.11,3,Potential Loyalists
3201,3,306,585.92,1,Lost Customers
3202,3,45,1063.95,0,Loyal Customers
3203,3,492,1535.37,3,Potential Loyalists
3204,3,366,422.2,1,Lost Customers
3205,3,254,1338.91,3,Potential Loyalists
3206,3,371,3882.17,3,Potential Loyalists
3207,3,420,2766.4,3,Potential Loyalists
3208,3,309,1679.56,3,Potential Loyalists
3209,3,436,1179.45,3,Potential Loyalists
3210,3,582,217.9,1,Lost Customers
3211,3,255,478.53000000000003,1,Lost Customers
3212,3,592,1139.1,3,Potential Loyalists
3213,3,24,682.9100000000001,0,Loyal Customers
3214,3,394,920.46,3,Potential Loyalists
3215,3,281,2027.3,3,Potential Loyalists
3216,3,83,744.02,3,Potential Loyalists
3217,3,374,1676.95,3,Potential Loyalists
3218,3,282,1227.35,3,Potential Loyalists
3219,3,131,1598.12,3,Potential Loyalists
3220,3,76,690.59,0,Loyal Customers
3221,3,65,383.95,0,Loyal Customers
3222,3,25,933.26,0,Loyal Customers
3223,3,24,345.46,0,Loyal Customers
3224,3,183,475.28000000000003,1,Lost Customers
3225,3,34,560.86,0,Loyal Customers
3226,3,308,895.47,3,Potential Loyalists
3227,3,309,558.04,1,Lost Customers
3228,3,6,732.07,0,Loyal Customers
3229,3,26,1250.06,0,Loyal Customers
3230,3,49,1160.72,0,Loyal Customers
3231,3,85,449.68,0,Loyal Customers
3232,3,526,919.57,3,Potential Loyalists
3233,3,74,1067.52,3,Potential Loyalists
3234,3,395,828.5500000000001,3,Potential Loyalists
3235,3,23,564.62,0,Loyal Customers
3236,3,377,859.21,3,Potential Loyalists
3237,3,497,973.73,3,Potential Loyalists
3238,3,273,972.03,3,Potential Loyalists
3239,3,130,675.6,3,Potential Loyalists
3240,3,28,1499.01,0,Loyal Customers
3241,3,304,679.7,3,Potential Loyalists
3242,3,35,1290.53,0,Loyal Customers
3243,3,160,928.1,3,Potential Loyalists
3244,3,0,1316.66,0,Loyal Customers
3245,3,28,1331.57,0,Loyal Customers
3246,3,44,341.24,0,Loyal Customers
3247,3,281,497.0,1,Lost Customers
3248,3,93,302.36,1,Lost Customers
3249,3,234,44534.3,3,Potential Loyalists
3250,3,39,609.8100000000001,0,Loyal Customers
3251,3,603,1006.54,3,Potential Loyalists
3252,3,63,831.06,0,Loyal Customers
3253,3,417,652.75,3,Potential Loyalists
3254,3,362,798.98,3,Potential Loyalists
3255,3,212,192.55,1,Lost Customers
3256,3,4,729.3299999999999,0,Loyal Customers
3257,3,63,770.42,0,Loyal Customers
3258,3,4,469.48,0,Loyal Customers
3259,3,91,2257.32,3,Potential Loyalists
3260,3,41,539.0,0,Loyal Customers
3261,3,183,814.5,3,Potential Loyalists
3262,3,18,1055.17,0,Loyal Customers
3263,3,191,664.0,3,Potential Loyalists
3264,3,133,1065.08,3,Potential Loyalists
3265,3,44,1481.4,0,Loyal Customers
3266,3,43,532.49,0,Loyal Customers
3267,3,483,816.6,3,Potential Loyalists
3268,3,417,915.28,3,Potential Loyalists
3269,3,9,102.44999999999999,0,Loyal Customers
3270,3,679,1676.57,3,Potential Loyalists
3271,3,179,321.43,1,Lost Customers
3272,3,365,840.0500000000001,3,Potential Loyalists
3273,3,214,376.5,1,Lost Customers
3274,3,62,1175.22,3,Potential Loyalists
3275,3,44,573.22,0,Loyal Customers
3276,3,279,609.5699999999999,3,Potential Loyalists
3277,3,546,173.95,1,Lost Customers
3278,3,52,1825.94,3,Potential Loyalists
3279,3,48,1305.63,0,Loyal Customers
3280,3,18,3435.76,0,Loyal Customers
3281,3,301,635.15,3,Potential Loyalists
3282,3,21,389.18,0,Loyal Customers
3283,3,57,409.8,0,Loyal Customers
3284,3,200,310.85,1,Lost Customers
3285,3,170,135.08,1,Lost Customers
3286,3,45,2600.34,3,Potential Loyalists
3287,3,138,644.3,3,Potential Loyalists
3288,3,94,320.39,1,Lost Customers
3289,3,28,547.0,0,Loyal Customers
3290,3,241,940.98,3,Potential Loyalists
3291,3,22,829.4100000000001,0,Loyal Customers
3292,3,148,1348.95,3,Potential Loyalists
3293,3,696,360.35,1,Lost Customers
3294,3,51,1049.15,0,Loyal Customers
3295,3,29,981.18,0,Loyal Customers
3296,3,119,521.03,3,Potential Loyalists
3297,3,30,1005.09,0,Loyal Customers
3298,3,402,1433.33,3,Potential Loyalists
3299,3,75,1080.76,3,Potential Loyalists
3300,3,653,655.5,1,Lost Customers
3301,3,595,815.69,3,Potential Loyalists
3302,3,151,507.93,3,Potential Loyalists
3303,3,414,839.73,3,Potential Loyalists
3304,3,182,1179.79,3,Potential Loyalists
3305,3,37,444.55,0,Loyal Customers
3306,3,310,1127.65,3,Potential Loyalists
3307,3,32,18287.66,2,Champions
3308,3,412,1791.15,3,Potential Loyalists
3309,2,485,406.4,1,Lost Customers
3310,2,203,406.76,1,Lost Customers
3311,2,73,408.63,0,Loyal Customers
3312,2,213,947.61,3,Potential Loyalists
3313,2,609,680.85,1,Lost Customers
3314,2,109,552.0,1,Lost Customers
3315,2,35,763.33,0,Loyal Customers
3316,2,74,482.47,0,Loyal Customers
3317,2,562,432.45,1,Lost Customers
3318,2,403,357.66,1,Lost Customers
3319,2,453,1286.6200000000001,3,Potential Loyalists
3320,2,14,500.42,0,Loyal Customers
3321,2,42,324.24,0,Loyal Customers
3322,2,73,414.20000000000005,0,Loyal Customers
3323,2,577,741.85,1,Lost Customers
3324,2,382,679.02,1,Lost Customers
3325,2,158,188.02,1,Lost Customers
3326,2,151,735.66,1,Lost Customers
3327,2,198,315.45,1,Lost Customers
3328,2,169,289.4,1,Lost Customers
3329,2,88,303.15,1,Lost Customers
3330,2,80,810.5699999999999,0,Loyal Customers
3331,2,84,663.61,0,Loyal Customers
3332,2,427,1020.9000000000001,3,Potential Loyalists
3333,2,15,979.12,0,Loyal Customers
3334,2,177,833.78,3,Potential Loyalists
3335,2,245,923.11,3,Potential Loyalists
3336,2,105,554.5,1,Lost Customers
3337,2,71,567.36,0,Loyal Customers
3338,2,34,573.22,0,Loyal Customers
3339,2,468,601.4499999999999,1,Lost Customers
3340,2,386,1025.1,3,Potential Loyalists
3341,2,392,4511.76,3,Potential Loyalists
3342,2,20,294.39,0,Loyal Customers
3343,2,390,393.64,1,Lost Customers
3344,2,395,508.91,1,Lost Customers
3345,2,576,1018.42,1,Lost Customers
3346,2,283,327.85,1,Lost Customers
3347,2,475,140.39000000000001,1,Lost Customers
3348,2,171,696.68,1,Lost Customers
3349,2,17,496.06,0,Loyal Customers
3350,2,463,296.21000000000004,1,Lost Customers
3351,2,41,372.8,0,Loyal Customers
3352,2,15,454.86,0,Loyal Customers
3353,2,123,462.65999999999997,1,Lost Customers
3354,2,67,1378.4,3,Potential Loyalists
3355,2,8,1463.04,0,Loyal Customers
3356,2,381,640.13,1,Lost Customers
3357,2,409,152.35,1,Lost Customers
3358,2,407,312.35,1,Lost Customers
3359,2,116,524.54,1,Lost Customers
3360,2,598,318.24,1,Lost Customers
3361,2,23,706.02,0,Loyal Customers
3362,2,627,407.94,1,Lost Customers
3363,2,158,700.41,1,Lost Customers
3364,2,18,609.89,0,Loyal Customers
3365,2,621,255.59,1,Lost Customers
3366,2,23,739.22,0,Loyal Customers
3367,2,556,420.25,1,Lost Customers
3368,2,240,271.24,1,Lost Customers
3369,2,227,1065.3500000000001,3,Potential Loyalists
3370,2,8,922.53,0,Loyal Customers
3371,2,92,877.4399999999999,3,Potential Loyalists
3372,2,521,553.88,1,Lost Customers
3373,2,203,639.5,1,Lost Customers
3374,2,6,3192.54,0,Loyal Customers
3375,2,25,841.1999999999999,0,Loyal Customers
3376,2,422,769.9200000000001,1,Lost Customers
3377,2,528,297.0,1,Lost Customers
3378,2,581,385.2,1,Lost Customers
3379,2,79,701.23,0,Loyal Customers
3380,2,5,163.62,0,Loyal Customers
3381,2,126,317.2,1,Lost Customers
3382,2,457,208.62,1,Lost Customers
3383,2,434,1767.12,3,Potential Loyalists
3384,2,668,467.78999999999996,1,Lost Customers
3385,2,471,271.75,1,Lost Customers
3386,2,3,381.97,0,Loyal Customers
3387,2,379,544.6,1,Lost Customers
3388,2,211,266.59000000000003,1,Lost Customers
3389,2,398,620.37,1,Lost Customers
3390,2,576,324.19,1,Lost Customers
3391,2,138,550.01,1,Lost Customers
3392,2,396,417.3,1,Lost Customers
3393,2,435,189.78,1,Lost Customers
3394,2,28,382.98,0,Loyal Customers
3395,2,23,571.6700000000001,0,Loyal Customers
3396,2,116,973.88,3,Potential Loyalists
3397,2,267,362.71,1,Lost Customers
3398,2,428,273.26,1,Lost Customers
3399,2,325,515.86,1,Lost Customers
3400,2,16,554.65,0,Loyal Customers
3401,2,660,283.73,1,Lost Customers
3402,2,242,620.27,1,Lost Customers
3403,2,91,716.35,0,Loyal Customers
3404,2,627,1367.89,3,Potential Loyalists
3405,2,14,1933.2,0,Loyal Customers
3406,2,87,1840.32,3,Potential Loyalists
3407,2,45,457.36,0,Loyal Customers
3408,2,383,497.04,1,Lost Customers
3409,2,35,195.15,0,Loyal Customers
3410,2,78,88.48,1,Lost Customers
3411,2,462,124.08000000000001,1,Lost Customers
3412,2,244,150.5,1,Lost Customers
3413,2,5,774.52,0,Loyal Customers
3414,2,31,1086.92,0,Loyal Customers
3415,2,64,583.75,0,Loyal Customers
3416,2,5,632.0,0,Loyal Customers
3417,2,116,348.91,1,Lost Customers
3418,2,188,506.8,1,Lost Customers
3419,2,456,566.9,1,Lost Customers
3420,2,137,299.57,1,Lost Customers
3421,2,242,516.45,1,Lost Customers
3422,2,548,1147.02,3,Potential Loyalists
3423,2,204,371.63,1,Lost Customers
3424,2,371,223.42,1,Lost Customers
3425,2,38,192.72,0,Loyal Customers
3426,2,63,716.54,0,Loyal Customers
3427,2,36,778.5,0,Loyal Customers
3428,2,620,686.76,1,Lost Customers
3429,2,266,1597.76,3,Potential Loyalists
3430,2,65,132.18,1,Lost Customers
3431,2,31,463.21,0,Loyal Customers
3432,2,35,604.51,0,Loyal Customers
3433,2,557,496.5,1,Lost Customers
3434,2,34,563.37,0,Loyal Customers
3435,2,10,284.46,0,Loyal Customers
3436,2,23,384.39,0,Loyal Customers
3437,2,235,854.99,3,Potential Loyalists
3438,2,384,948.42,1,Lost Customers
3439,2,467,848.3299999999999,1,Lost Customers
3440,2,54,899.69,0,Loyal Customers
3441,2,77,415.8,1,Lost Customers
3442,2,2,417.77,0,Loyal Customers
3443,2,95,318.76,1,Lost Customers
3444,2,31,259.13,0,Loyal Customers
3445,2,119,500.54,1,Lost Customers
3446,2,546,38.92,1,Lost Customers
3447,2,52,548.02,0,Loyal Customers
3448,2,15,388.52,0,Loyal Customers
3449,2,325,686.4,1,Lost Customers
3450,2,114,605.0600000000001,1,Lost Customers
3451,2,628,43.87,1,Lost Customers
3452,2,49,599.56,0,Loyal Customers
3453,2,38,437.82,0,Loyal Customers
3454,2,46,1161.5,0,Loyal Customers
3455,2,74,1000.39,0,Loyal Customers
3456,2,431,1077.24,3,Potential Loyalists
3457,2,410,381.15,1,Lost Customers
3458,2,735,777.0,1,Lost Customers
3459,2,399,933.84,1,Lost Customers
3460,2,51,924.6,0,Loyal Customers
3461,2,452,890.94,1,Lost Customers
3462,2,43,570.96,0,Loyal Customers
3463,2,541,144.14999999999998,1,Lost Customers
3464,2,207,1303.9099999999999,3,Potential Loyalists
3465,2,127,1516.0,3,Potential Loyalists
3466,2,161,777.36,3,Potential Loyalists
3467,2,94,1080.52,3,Potential Loyalists
3468,2,392,548.8,1,Lost Customers
3469,2,58,355.56,0,Loyal Customers
3470,2,399,467.34,1,Lost Customers
3471,2,9,828.8100000000001,0,Loyal Customers
3472,2,287,900.11,3,Potential Loyalists
3473,2,233,210.1,1,Lost Customers
3474,2,726,875.97,1,Lost Customers
3475,2,64,777.01,0,Loyal Customers
3476,2,98,636.14,1,Lost Customers
3477,2,373,169.79999999999998,1,Lost Customers
3478,2,427,623.98,1,Lost Customers
3479,2,417,425.85,1,Lost Customers
3480,2,520,256.7,1,Lost Customers
3481,2,209,854.13,3,Potential Loyalists
3482,2,49,1212.8400000000001,0,Loyal Customers
3483,2,49,272.04,0,Loyal Customers
3484,2,11,626.45,0,Loyal Customers
3485,2,422,282.85,1,Lost Customers
3486,2,36,332.64,0,Loyal Customers
3487,2,96,280.76,1,Lost Customers
3488,2,21,1609.0,0,Loyal Customers
3489,2,606,1079.1000000000001,3,Potential Loyalists
3490,2,390,504.14,1,Lost Customers
3491,2,74,303.43,1,Lost Customers
